solv_comb_sm,salt_comb_sm,solv_ecfp_pca_0,solv_ecfp_pca_1,solv_ecfp_pca_2,solv_ecfp_pca_3,solv_ecfp_pca_4,solv_ecfp_pca_5,solv_ecfp_pca_6,solv_ecfp_pca_7,solv_ecfp_pca_8,solv_ecfp_pca_9,salt_ecfp_pca_0,salt_ecfp_pca_1,salt_ecfp_pca_2,salt_ecfp_pca_3,salt_ecfp_pca_4,salt_ecfp_pca_5,salt_ecfp_pca_6,salt_ecfp_pca_7,salt_ecfp_pca_8,salt_ecfp_pca_9,mol_wt_solv,mol_wt_salt,conc_salt_1,theor_capacity,amt_electrolyte,norm_capacity_1,norm_capacity_2,norm_capacity_3,norm_capacity_4,norm_capacity_5,norm_capacity_6,norm_capacity_7,norm_capacity_8,norm_capacity_9,norm_capacity_10,norm_capacity_11,norm_capacity_12,norm_capacity_13,norm_capacity_14,norm_capacity_15,norm_capacity_16,norm_capacity_17,norm_capacity_18,norm_capacity_19,norm_capacity_20,norm_capacity_21,norm_capacity_22,norm_capacity_23
CC1(C(=O)Cl)CCCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.578053638,-0.216590022,0.983575796,-0.309683071,0.916454188,-0.045955094,-1.378522327,0.302681818,0.322186762,-1.255211007,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,160.0654927,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCC(=O)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.544320585,-0.787393789,0.681496222,-0.28969975,0.458623657,0.255900558,-0.920301392,0.736245307,0.100206845,-1.007396262,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,126.1044651,186.9396855,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCC(=O)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.544320585,-0.787393789,0.681496222,-0.28969975,0.458623657,0.255900558,-0.920301392,0.736245307,0.100206845,-1.007396262,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,126.1044651,186.9396855,1,203,50,9.85E-05,9.85E-05,9.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCC(=O)C1,[Li+].F[P-](F)(F)(F)(F)F,0.544320585,-0.787393789,0.681496222,-0.28969975,0.458623657,0.255900558,-0.920301392,0.736245307,0.100206845,-1.007396262,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,126.1044651,151.9801855,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCC(=O)C1,[Li+].O=C1O[B-](F)(F)OC1=O,0.544320585,-0.787393789,0.681496222,-0.28969975,0.458623657,0.255900558,-0.920301392,0.736245307,0.100206845,-1.007396262,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,126.1044651,144.0017749,1,150,50,6.67E-05,6.67E-05,6.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CC(=O)CC2(CCCC2)C1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.771487963,-1.039048207,0.946017047,-0.178268793,0.757423484,-0.206797922,-1.220774166,0.577555254,-0.129237541,-1.193202917,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,166.0993797,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CC(=O)CC2(CCCC2)C1,[Li+].F[P-](F)(F)(F)(F)F,0.771487963,-1.039048207,0.946017047,-0.178268793,0.757423484,-0.206797922,-1.220774166,0.577555254,-0.129237541,-1.193202917,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,166.0993797,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CC(=O)CC2(CCCC2)C1,[Li+].O=C1O[B-](F)(F)OC1=O,0.771487963,-1.039048207,0.946017047,-0.178268793,0.757423484,-0.206797922,-1.220774166,0.577555254,-0.129237541,-1.193202917,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,166.0993797,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1(C)CCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.048042953,0.285709083,1.726344181,-0.579637896,0.17588432,0.241913778,-0.991960373,0.65799963,0.769220281,-1.00462969,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,142.0993797,186.9396855,1,150,50,0.001066667,0.001066667,0.001066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1(C)CCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.048042953,0.285709083,1.726344181,-0.579637896,0.17588432,0.241913778,-0.991960373,0.65799963,0.769220281,-1.00462969,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,142.0993797,186.9396855,1,203,50,0.000123153,0.000123153,0.000123153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1(C)CCCC1,[Li+].F[P-](F)(F)(F)(F)F,0.048042953,0.285709083,1.726344181,-0.579637896,0.17588432,0.241913778,-0.991960373,0.65799963,0.769220281,-1.00462969,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,142.0993797,151.9801855,1,150,50,0.001066667,0.001066667,0.001066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C1(C)CCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.048042953,0.285709083,1.726344181,-0.579637896,0.17588432,0.241913778,-0.991960373,0.65799963,0.769220281,-1.00462969,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,142.0993797,144.0017749,1,150,50,0.001066667,0.001066667,0.001066667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCC1Cl,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.447439595,-1.230973013,0.492615834,-0.724458698,0.302936468,0.288999549,-0.715426706,-0.300911125,0.172510849,-1.202537415,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,154.0360844,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCC1Cl,[Li+].F[P-](F)(F)(F)(F)F,1.447439595,-1.230973013,0.492615834,-0.724458698,0.302936468,0.288999549,-0.715426706,-0.300911125,0.172510849,-1.202537415,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,154.0360844,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCC1Cl,[Li+].O=C1O[B-](F)(F)OC1=O,1.447439595,-1.230973013,0.492615834,-0.724458698,0.302936468,0.288999549,-0.715426706,-0.300911125,0.172510849,-1.202537415,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,154.0360844,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.680280671,-1.383992411,0.402121338,-0.76992404,0.378533758,-0.445670233,-0.916712225,0.326252158,0.432195254,-1.323779456,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,120.0750568,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCC1,[Li+].F[P-](F)(F)(F)(F)F,0.680280671,-1.383992411,0.402121338,-0.76992404,0.378533758,-0.445670233,-0.916712225,0.326252158,0.432195254,-1.323779456,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,120.0750568,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.680280671,-1.383992411,0.402121338,-0.76992404,0.378533758,-0.445670233,-0.916712225,0.326252158,0.432195254,-1.323779456,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,120.0750568,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.680280671,-1.383992411,0.402121338,-0.76992404,0.378533758,-0.445670233,-0.916712225,0.326252158,0.432195254,-1.323779456,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,134.0907068,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCCC1,[Li+].F[P-](F)(F)(F)(F)F,0.680280671,-1.383992411,0.402121338,-0.76992404,0.378533758,-0.445670233,-0.916712225,0.326252158,0.432195254,-1.323779456,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,134.0907068,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FC1(F)CCCCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.680280671,-1.383992411,0.402121338,-0.76992404,0.378533758,-0.445670233,-0.916712225,0.326252158,0.432195254,-1.323779456,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,134.0907068,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,1.006540575,-1.325178226,0.425723471,-0.443286153,0.298218658,0.452950075,-0.998666185,0.231132782,0.447462309,-1.341981685,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,112.1252005,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCCC1,[Li+].F[P-](F)(F)(F)(F)F,1.006540575,-1.325178226,0.425723471,-0.443286153,0.298218658,0.452950075,-0.998666185,0.231132782,0.447462309,-1.341981685,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,112.1252005,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)CCCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,1.006540575,-1.325178226,0.425723471,-0.443286153,0.298218658,0.452950075,-0.998666185,0.231132782,0.447462309,-1.341981685,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,112.1252005,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(Cl)CCCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.737807059,-1.41218596,0.505231795,-0.561888446,0.444366744,0.068358571,-1.010923568,0.569774902,0.533010227,-1.274821056,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,132.0705781,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(Cl)CCCCC1,[Li+].F[P-](F)(F)(F)(F)F,0.737807059,-1.41218596,0.505231795,-0.561888446,0.444366744,0.068358571,-1.010923568,0.569774902,0.533010227,-1.274821056,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,132.0705781,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(Cl)CCCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.737807059,-1.41218596,0.505231795,-0.561888446,0.444366744,0.068358571,-1.010923568,0.569774902,0.533010227,-1.274821056,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,132.0705781,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1(Cl)CCCC1,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F,0.696267099,-1.429634396,0.575233012,-0.595873418,0.518935347,-0.141127782,-0.932757128,0.46387917,0.224611797,-1.119394574,-2.16657931,-0.415815516,-0.412779777,-0.289515906,1.09957985,0.128733297,-0.322338982,0.258766944,0.301778981,-0.272647965,138.0003056,186.9396855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1(Cl)CCCC1,[Li+].F[P-](F)(F)(F)(F)F,0.696267099,-1.429634396,0.575233012,-0.595873418,0.518935347,-0.141127782,-0.932757128,0.46387917,0.224611797,-1.119394574,-2.371316852,-0.309856161,-0.8897859,-0.430759472,0.838348772,0.203689502,-0.160053499,0.195229563,0.319099024,-0.209425384,138.0003056,151.9801855,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClC1(Cl)CCCC1,[Li+].O=C1O[B-](F)(F)OC1=O,0.696267099,-1.429634396,0.575233012,-0.595873418,0.518935347,-0.141127782,-0.932757128,0.46387917,0.224611797,-1.119394574,-1.667608532,-0.618448488,-0.798955123,-0.287006982,0.737934385,-0.387958044,-0.076665854,0.008496047,0.16133813,0.109062661,138.0003056,144.0017749,1,150,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
